nl,nl type,chart,table name,database,label,column,filter,aggregate,mark,encoding,sort
Show me a graph of the wrestlers' reigns and days held.,abstract,Scatter,wrestler,wrestler,mark point data wrestler encoding x reign y aggregate none days_held,"Reign,Days_held",none,none,point,"x=Reign,y=Days_held,color=none",none
Plot the reigns and days held by all wrestlers.,abstract,Scatter,wrestler,wrestler,mark point data wrestler encoding x reign y aggregate none days_held,"Reign,Days_held",none,none,point,"x=Reign,y=Days_held,color=none",none
Create a chart of the wrestler's reign and days held.,abstract,Scatter,wrestler,wrestler,mark point data wrestler encoding x reign y aggregate none days_held,"Reign,Days_held",none,none,point,"x=Reign,y=Days_held,color=none",none
Make a graph for the reigns and days held by wrestlers.,abstract,Scatter,wrestler,wrestler,mark point data wrestler encoding x reign y aggregate none days_held,"Reign,Days_held",none,none,point,"x=Reign,y=Days_held,color=none",none
Show me the count of players by hand type.,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x ,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
Display how many players have each hand.,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x ,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
What's the total number of players by hand?,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x ,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
Can I get a chart of player count by hand?,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x ,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
I need to know the number of players for each hand type.,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x ,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
Show me how many players have each hand.,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
How many players are there with left and right hands? ,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
Visualize the distribution of hands among players. ,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
Plot the number of players based on their hand. ,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
Graph the amount of players by type of hand.,abstract,Bar,players,wta_1,mark bar data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,bar,"x=hand,y=count hand,color=none",none
Show me the proportion of players for each hand type.,abstract,Pie,players,wta_1,mark arc data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,arc,"x=hand,y=count hand,color=none",none
Can I see the number of players for each hand type?,abstract,Pie,players,wta_1,mark arc data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,arc,"x=hand,y=count hand,color=none",none
What's the ratio of players from each hand?,abstract,Pie,players,wta_1,mark arc data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,arc,"x=hand,y=count hand,color=none",none
I need to know the distribution of players from each hand.,abstract,Pie,players,wta_1,mark arc data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,arc,"x=hand,y=count hand,color=none",none
I'd like to know the number of players for each hand type.,abstract,Pie,players,wta_1,mark arc data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,arc,"x=hand,y=count hand,color=none",none
Can I get a chart of the distribution of hand types of players?,abstract,Pie,players,wta_1,mark arc data players encoding x hand y aggregate count hand transform group x,hand,none,count hand,arc,"x=hand,y=count hand,color=none",none
"Display the number of matches played each year in a bar chart, ordered by year.",abstract,Bar,matches,wta_1,mark bar data matches encoding x year y aggregate count year transform group x sort x asc,year,none,count year,bar,"x=year,y=count year,color=none",x asc
Plot the matches played in each year. ,abstract,Bar,matches,wta_1,mark bar data matches encoding x year y aggregate count year transform group x,year,none,count year,bar,"x=year,y=count year,color=none",none
Show me a graph of the number of matches for each year. ,abstract,Bar,matches,wta_1,mark bar data matches encoding x year y aggregate count year transform group x,year,none,count year,bar,"x=year,y=count year,color=none",none
What's the distribution of matches played in different years?,abstract,Bar,matches,wta_1,mark bar data matches encoding x year y aggregate count year transform group x,year,none,count year,bar,"x=year,y=count year,color=none",none
Chart the number of matches for each year. ,abstract,Bar,matches,wta_1,mark bar data matches encoding x year y aggregate count year transform group x,year,none,count year,bar,"x=year,y=count year,color=none",none
Generate a chart showing the amount of matches played each year. ,abstract,Bar,matches,wta_1,mark bar data matches encoding x year y aggregate count year transform group x,year,none,count year,bar,"x=year,y=count year,color=none",none
Create a graph of the matches played in each year.,abstract,Bar,matches,wta_1,mark bar data matches encoding x year y aggregate count year transform group x,year,none,count year,bar,"x=year,y=count year,color=none",none
Number of guests with male gender code by date of birth.,abstract,Line,Guests,apartment_rentals,"mark line data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" bin x by year",date_of_birth,"gender_code = ""Male""",count date_of_birth,line,"x=date_of_birth,y=count date_of_birth,color=none",none
Show me the trend of the number of Grondzeiler type mills built per year(ascending).,abstract,Line,mill,architecture,mark line data mill encoding x built_year y aggregate count built_year transform filter type = 'grondzeiler' sort x asc bin x by year,built_year,type = 'Grondzeiler',count built_year,line,"x=built_year,y=count built_year,color=none",x asc
What is the trend of the building year of Grondzeiler type mills?,abstract,Line,mill,architecture,mark line data mill encoding x built_year y aggregate count built_year transform filter type = 'grondzeiler' bin x by year,built_year,type = 'Grondzeiler',count built_year,line,"x=built_year,y=count built_year,color=none",none
How has the number of players inducted into the Hall of Fame varied over the years?,abstract,Line,hall_of_fame,baseball_1,mark line data hall_of_fame encoding x yearid y aggregate count yearid transform group x,yearid,none,count yearid,line,"x=yearid,y=count yearid,color=none",none
Show me the distribution of yearid over time.,abstract,Line,hall_of_fame,baseball_1,mark line data hall_of_fame encoding x yearid y aggregate count yearid transform bin x by year,yearid,none,count yearid,line,"x=yearid,y=count yearid,color=none",none
Show me how the total attendance of home games has evolved over the years.,abstract,Line,home_game,baseball_1,mark line data home_game encoding x year y aggregate mean attendance transform group x,"year,attendance",none,mean attendance,line,"x=year,y=mean attendance,color=none",none
Show yearly attendance frequency by weekday.,abstract,Line,home_game,baseball_1,mark line data home_game encoding x year y aggregate count year transform bin x by year,year,none,count year,line,"x=year,y=count year,color=none",none
"The trend of monthly rental versus date, in descending order.",abstract,Line,Student_Addresses,behavior_monitoring,mark line data student_addresses encoding x date_address_from y aggregate none monthly_rental transform sort y desc,"date_address_from,monthly_rental",none,none,line,"x=date_address_from,y=monthly_rental,color=none",y desc
How many dates had a max temperature of above 85F?,abstract,Line,weather,bike_1,mark line data weather encoding x date y aggregate count date transform filter max_temperature_f > 85 group x,date,max_temperature_f gt 85,count date,line,"x=date,y=count date,color=none",none
Dates with sea level pressure between 30.3 and 31 count.,abstract,Line,weather,bike_1,mark line data weather encoding x date y aggregate count date transform filter mean_sea_level_pressure_inches between 30.3 and 31 group x,date,mean_sea_level_pressure_inches gte 30.3 and mean_sea_level_pressure_inches lte 31,count date,line,"x=date,y=count date,color=none",none
Can you show me the trend of dates with a max temperature over 80?,abstract,Line,weather,bike_1,mark line data weather encoding x date y aggregate count date transform filter max_temperature_f >= 80 group x,date,max_temperature_f gte 80,count date,line,"x=date,y=count date,color=none",none
Show how dock_count in the station table changes with respect to the installation date using a line chart.,abstract,Line,station,bike_1,mark line data station encoding x installation_date y aggregate count installation_date transform group x,installation_date,none,count installation_date,line,"x=installation_date,y=count installation_date,color=none",none
Show a graph of the openning years of the cinemas.,abstract,Line,cinema,cinema,mark line data cinema encoding x openning_year y aggregate count openning_year transform bin x by year,Openning_year,none,count Openning_year,line,"x=Openning_year,y=count Openning_year,color=none",none
