nl,nl type,chart,hardness,table name,database,label,column,aggregate,mark,encoding,sort,filter
"Can I get a chart of Team_ID based on ACC_Road, grouped by All_Home? ",abstract,Stacked Bar,Extra Hard,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none team_id color all_home transform group x,"ACC_Road,Team_ID,All_Home",none,bar,"x=ACC_Road,y=Team_ID,color=All_Home",none,none
"Give me a visualization of ACC_Road and Team_ID, grouped by All_Home.",abstract,Stacked Bar,Extra Hard,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none team_id color all_home transform group x,"ACC_Road,Team_ID,All_Home",none,bar,"x=ACC_Road,y=Team_ID,color=All_Home",none,none
"What's the distribution of ACC_Road and Team_ID, with All_Home as grouping factor? ",abstract,Stacked Bar,Extra Hard,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none team_id color all_home transform group x,"ACC_Road,Team_ID,All_Home",none,bar,"x=ACC_Road,y=Team_ID,color=All_Home",none,none
"Create a visual representation with Team_ID and ACC_Road, grouped by All_Home.",abstract,Stacked Bar,Extra Hard,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none team_id color all_home transform group x,"ACC_Road,Team_ID,All_Home",none,bar,"x=ACC_Road,y=Team_ID,color=All_Home",none,none
Show me the distribution of states in the votes.,abstract,Pie,Medium,votes,voter_1,mark arc data votes encoding x distinct y aggregate count state transform group state,"distinct,state",count state,arc,"x=distinct,y=, count state,color=none",none,none
What's the breakdown of states in the table?,abstract,Pie,Medium,votes,voter_1,mark arc data votes encoding x distinct y aggregate count state transform group state,"distinct,state",count state,arc,"x=distinct,y=, count state,color=none",none,none
What percentage of votes came from each state?,abstract,Pie,Medium,votes,voter_1,mark arc data votes encoding x distinct y aggregate count state transform group state,"distinct,state",count state,arc,"x=distinct,y=, count state,color=none",none,none
How are states distributed in the votes?,abstract,Pie,Medium,votes,voter_1,mark arc data votes encoding x distinct y aggregate count state transform group state,"distinct,state",count state,arc,"x=distinct,y=, count state,color=none",none,none
What's the trend of churches opening over the years?,abstract,Line,Easy,Church,wedding,mark line data church encoding x open_date y aggregate count open_date transform group x ,Open_Date,count Open_Date,line,"x=Open_Date,y=count Open_Date,color=none",none,none
"Display the number of churches opened, from most recent to oldest.",abstract,Line,Easy,Church,wedding,mark line data church encoding x open_date y aggregate count open_date transform group x sort x desc,Open_Date,count Open_Date,line,"x=Open_Date,y=count Open_Date,color=none",x desc,none
Show a graph of open dates for the churches.,abstract,Line,Easy,Church,wedding,mark line data church encoding x open_date y aggregate count open_date transform group x ,Open_Date,count Open_Date,line,"x=Open_Date,y=count Open_Date,color=none",none,none
"Can you give me the chart of churches opening, sorted by time?",abstract,Line,Easy,Church,wedding,mark line data church encoding x open_date y aggregate count open_date transform group x sort x desc,Open_Date,count Open_Date,line,"x=Open_Date,y=count Open_Date,color=none",x desc,none
"Show me the count of wines by grape type with a graph, descending order on Y axis.",abstract,Bar,Medium,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc,none
"Can I see a graph of wines by grape, sorted by Y axis in descending order?",abstract,Bar,Medium,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc,none
"Visualize the number of wines by grape, in descending order on the Y.",abstract,Bar,Medium,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc,none
"Display a graph of wine quantity by grape, in descending order on Y axis.",abstract,Bar,Medium,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc,none
"Give me a graph of the number of wines by grape type, descending order on the Y axis.",abstract,Bar,Medium,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc,none
"Can I get a chart showing the amount of different wines, sorted by Y axis in descending order?",abstract,Bar,Medium,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc,none
What's the highest score of wines by year?,abstract,Line,Easy,WINE,wine_1,mark line data wine encoding x year y aggregate max score transform group x sort x desc,"Year,Score",max Score,line,"x=Year,y=max Score,color=None",x desc,none
Show me the trend of maximum wine scores in descending order.,abstract,Line,Easy,WINE,wine_1,mark line data wine encoding x year y aggregate max score transform group x sort x desc,"Year,Score",max Score,line,"x=Year,y=max Score,color=None",x desc,none
Plot the maximum score of wines over the years in descending order.,abstract,Line,Easy,WINE,wine_1,mark line data wine encoding x year y aggregate max score transform group x sort x desc,"Year,Score",max Score,line,"x=Year,y=max Score,color=None",x desc,none
"What's the chart of maximum wine score by year, descending?",abstract,Line,Easy,WINE,wine_1,mark line data wine encoding x year y aggregate max score transform group x sort x desc,"Year,Score",max Score,line,"x=Year,y=max Score,color=None",x desc,none
"Can you generate a chart of wineries and grapes with the wines whose price is more than 100, with the y-axis showing the number of wineries in descending order?",abstract,Stacked Bar,Extra Hard,WINE,wine_1,mark bar data wine encoding x winery y aggregate count winery color grape transform filter price > 100 group x sort y desc,"Winery,Grape",count Winery,bar,"x=Winery,y=count Winery,color=Grape",y desc,Price gt 100
"Show me wines with a price more than 100 using a stacked bar chart, graphing wineries and grape varieties on the x-axis and number of wineries on the y-axis, descending.",abstract,Stacked Bar,Extra Hard,WINE,wine_1,mark bar data wine encoding x winery y aggregate count winery color grape transform filter price > 100 group x sort y desc,"Winery,Grape",count Winery,bar,"x=Winery,y=count Winery,color=Grape",y desc,Price gt 100
"Give me a chart of wineries with more than 100 price wines, graphing grape varieties and wineries on the x-axis and number of wineries on the y-axis, from high to low.",abstract,Stacked Bar,Extra Hard,WINE,wine_1,mark bar data wine encoding x winery y aggregate count winery color grape transform filter price > 100 group x sort y desc,"Winery,Grape",count Winery,bar,"x=Winery,y=count Winery,color=Grape",y desc,Price gt 100
"Create a chart showing the proportion of the number of grape of the wines with a price above 100, ordered by year.",abstract,Pie,Medium,WINE,wine_1,mark arc data wine encoding x grape y aggregate count grape transform filter price > 100 group x,Grape,count Grape,arc,"x=Grape,y=count Grape,color=None",none,Price gt 100
"What's the proportion of the number of grape of the wines with a price more than 100, grouped by year?",abstract,Pie,Medium,WINE,wine_1,mark arc data wine encoding x grape y aggregate count grape transform filter price > 100 group x,Grape,count Grape,arc,"x=Grape,y=count Grape,color=None",none,Price gt 100
"Visualize data about the number of grape of the wines with a price greater than 100, organized by year.",abstract,Pie,Medium,WINE,wine_1,mark arc data wine encoding x grape y aggregate count grape transform filter price > 100 group x,Grape,count Grape,arc,"x=Grape,y=count Grape,color=None",none,Price gt 100
"Show me the proportion of the number of grape of the wines with a price over 100, arranged according to year.",abstract,Pie,Medium,WINE,wine_1,mark arc data wine encoding x grape y aggregate count grape transform filter price > 100 group x,Grape,count Grape,arc,"x=Grape,y=count Grape,color=None",none,Price gt 100
Plot the areas of each appellation.,abstract,Bar,Easy,APPELLATIONS,wine_1,mark bar data appellations encoding x area y aggregate count area transform group x,Area,count Area,bar,"x=Area,y=count Area,color=None",none,none
Create a graph of area distribution across appellations.,abstract,Bar,Easy,APPELLATIONS,wine_1,mark bar data appellations encoding x area y aggregate count area transform group x,Area,count Area,bar,"x=Area,y=count Area,color=None",none,none
Generate a chart of area numbers by appellation.,abstract,Bar,Easy,APPELLATIONS,wine_1,mark bar data appellations encoding x area y aggregate count area transform group x,Area,count Area,bar,"x=Area,y=count Area,color=None",none,none
Show me the area breakdown for each appellation.,abstract,Bar,Easy,APPELLATIONS,wine_1,mark bar data appellations encoding x area y aggregate count area transform group x,Area,count Area,bar,"x=Area,y=count Area,color=None",none,none
"Show me the number of counties in the appellations as a bar chart, arranged in order of least to greatest.",abstract,Bar,Medium,APPELLATIONS,wine_1,mark bar data appellations encoding x county y aggregate count county transform group x sort y asc,County,count County,bar,"x=County,y=count County,color=None",y asc,none
"Can you draw a bar graph of the county count of the appellations, smallest to largest?",abstract,Bar,Medium,APPELLATIONS,wine_1,mark bar data appellations encoding x county y aggregate count county transform group x sort y asc,County,count County,bar,"x=County,y=count County,color=None",y asc,none
"Graph the number of counties for appellations, least to most.",abstract,Bar,Medium,APPELLATIONS,wine_1,mark bar data appellations encoding x county y aggregate count county transform group x sort y asc,County,count County,bar,"x=County,y=count County,color=None",y asc,none
"Plot the county count of appellations, smallest to biggest.",abstract,Bar,Medium,APPELLATIONS,wine_1,mark bar data appellations encoding x county y aggregate count county transform group x sort y asc,County,count County,bar,"x=County,y=count County,color=None",y asc,none
Create a chart of the number of venues for each workshop.,abstract,Bar,Easy,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x,Venue,count Venue,bar,"x=Venue,y=count Venue,color=none",none,none
Display how many venues the workshops had.,abstract,Bar,Easy,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x,Venue,count Venue,bar,"x=Venue,y=count Venue,color=none",none,none
